abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
0.044583,-0.661562,-0.770729,493.874784,493.875829,0.030069,-0.283305,0.045593,0.035174,22.016658,0.305977,0.456376,-8.888067,8.905035,0.000000,0.000000,-0.006335,-0.030393,-0.405165
0.045000,-1.143799,-0.488735,493.088117,493.089685,0.030369,-0.283675,0.046022,0.035414,22.222209,0.145948,0.777994,-9.204643,9.238616,0.000000,0.000000,-0.006413,-0.030689,-0.408967
0.045417,-0.942889,-0.729790,493.720104,493.721544,0.030176,-0.283734,0.046412,0.035691,22.427817,0.225773,0.697431,-9.046843,9.076495,0.000000,0.000000,-0.006496,-0.030980,-0.412714
0.045833,-0.701706,-0.569341,492.773328,492.774156,0.029939,-0.284744,0.046744,0.035956,22.633347,0.145759,0.617037,-8.568731,8.592155,0.000000,0.000000,-0.006554,-0.031243,-0.416318
0.046250,-1.023177,-0.810396,494.825492,494.827213,0.030719,-0.282535,0.047145,0.036282,22.839426,0.025894,0.617037,-8.571010,8.593231,0.000000,0.000000,-0.006578,-0.031489,-0.419955
0.046667,-0.983033,-0.890620,495.456008,495.457784,0.030275,-0.282835,0.047560,0.036631,23.045734,0.105783,0.456461,-9.519908,9.531432,0.000000,0.000000,-0.006617,-0.031701,-0.423834
0.047083,-1.023240,-0.649692,494.193972,494.195458,0.029954,-0.283358,0.047992,0.036944,23.251802,0.106035,0.617037,-9.202850,9.224122,0.000000,0.000000,-0.006658,-0.031958,-0.427745
0.047500,-1.143736,-1.011912,495.141237,495.143592,0.029910,-0.283448,0.048455,0.037326,23.458012,0.065744,0.777741,-9.984505,10.014966,0.000000,0.000000,-0.006675,-0.032249,-0.431840
0.047917,-1.063384,-0.810396,494.667370,494.669177,0.030800,-0.282737,0.048903,0.037669,23.664211,-0.134198,0.456461,-9.831763,9.843268,0.000000,0.000000,-0.006649,-0.032478,-0.436013
0.048333,-1.063448,-0.690123,495.456986,495.458608,0.030416,-0.281741,0.049338,0.037968,23.870564,0.105783,0.697473,-10.778695,10.801756,0.000000,0.000000,-0.006682,-0.032755,-0.440351
0.048750,-0.942698,-0.730044,494.982627,494.984063,0.030500,-0.282565,0.049736,0.038264,24.076741,0.185923,0.737543,-9.515199,9.545552,0.000000,0.000000,-0.006740,-0.033045,-0.444458
0.049167,-0.902744,-0.649438,493.562957,493.564210,0.029845,-0.284168,0.050121,0.038562,24.282578,-0.014019,0.536728,-10.302550,10.316531,0.000000,0.000000,-0.006757,-0.033274,-0.448707
0.049583,-0.982906,-0.971609,494.824502,494.826432,0.030582,-0.283188,0.050539,0.038936,24.488689,0.106035,0.416137,-10.460818,10.469629,0.000000,0.000000,-0.006806,-0.033473,-0.452978
0.050000,-1.183944,-0.850317,495.139763,495.141908,0.030182,-0.283243,0.051001,0.039302,24.694954,0.305977,0.657319,-9.359512,9.387553,0.000000,0.000000,-0.006901,-0.033719,-0.456976
0.050417,-0.942761,-0.890874,494.823028,494.824728,0.030712,-0.283645,0.051428,0.039659,24.901097,0.025894,0.496700,-9.674620,9.687396,0.000000,0.000000,-0.006945,-0.033957,-0.460963
0.050833,-1.183944,-0.730171,494.035361,494.037320,0.029913,-0.283552,0.051901,0.039977,25.106956,0.225962,0.777825,-9.355278,9.390277,0.000000,0.000000,-0.007014,-0.034256,-0.464916
0.051250,-1.143736,-0.770474,493.405334,493.407261,0.029947,-0.284134,0.052375,0.040298,25.312629,0.065807,0.697431,-9.831758,9.856683,0.000000,0.000000,-0.007072,-0.034541,-0.468991
0.051667,-1.063321,-0.810268,494.035867,494.037675,0.030168,-0.282426,0.052824,0.040622,25.518456,0.345953,0.536812,-9.986141,10.006541,0.000000,0.000000,-0.007177,-0.034775,-0.473064
0.052083,-1.063511,-0.649438,494.352098,494.353669,0.029748,-0.283826,0.053275,0.040923,25.724348,0.065996,0.536855,-8.884796,8.901245,0.000000,0.000000,-0.007210,-0.035010,-0.476843
0.052500,-1.183817,-0.931178,493.405321,493.407620,0.029951,-0.283669,0.053755,0.041278,25.930021,-0.134198,0.697304,-8.889228,8.917546,0.000000,0.000000,-0.007179,-0.035284,-0.480568
0.052917,-1.103465,-0.729790,493.717650,493.719423,0.030193,-0.283960,0.054228,0.041596,26.135781,0.025957,0.617122,-9.201221,9.221930,0.000000,0.000000,-0.007182,-0.035533,-0.484337
0.053333,-1.223771,-0.730171,494.666873,494.668926,0.030013,-0.283414,0.054708,0.041886,26.341750,0.065996,0.416264,-8.576220,8.586569,0.000000,0.000000,-0.007218,-0.035720,-0.487986
0.053750,-0.902554,-0.528910,493.562482,493.563591,0.030517,-0.283735,0.055100,0.042118,26.547543,0.226025,0.416306,-9.042619,9.055018,0.000000,0.000000,-0.007295,-0.035930,-0.491634
0.054167,-0.822456,-0.489116,494.508255,494.509181,0.030048,-0.283419,0.055471,0.042355,26.753490,0.145885,0.938613,-7.784642,7.842380,0.000000,0.000000,-0.007359,-0.036274,-0.495020
0.054583,-1.143482,-0.931560,494.039278,494.041480,0.030848,-0.283308,0.055922,0.042698,26.959525,0.105909,0.777783,-8.572486,8.608350,0.000000,0.000000,-0.007422,-0.036606,-0.498592
0.055000,-1.103528,-0.729662,496.245637,496.247400,0.030172,-0.281845,0.056388,0.043022,27.165999,0.346079,0.737501,-9.357550,9.392945,0.000000,0.000000,-0.007544,-0.036916,-0.502513
0.055417,-1.143736,-0.810778,494.193489,494.195478,0.030503,-0.283119,0.056856,0.043351,27.372077,0.266064,0.737628,-10.465730,10.495065,0.000000,0.000000,-0.007661,-0.037221,-0.506654
0.055833,-1.063321,-0.770474,494.511697,494.513440,0.029939,-0.283387,0.057304,0.043675,27.578124,0.266064,0.697431,-8.414830,8.447873,0.000000,0.000000,-0.007780,-0.037497,-0.510357
0.056250,-1.063194,-0.770092,494.826959,494.828700,0.030322,-0.282984,0.057736,0.043974,27.784269,0.385929,0.456376,-9.200251,9.219644,0.000000,0.000000,-0.007927,-0.037729,-0.514180
0.056667,-0.902617,-0.448304,494.667367,494.668394,0.030246,-0.281880,0.058140,0.044191,27.990281,0.305914,0.817980,-9.830940,9.869654,0.000000,0.000000,-0.008060,-0.038026,-0.518178
0.057083,-1.143799,-0.569086,493.087617,493.089272,0.030101,-0.283891,0.058586,0.044434,28.195932,0.306166,0.536770,-9.045218,9.066302,0.000000,0.000000,-0.008182,-0.038255,-0.522034
0.057500,-0.942952,-0.770347,494.351129,494.352628,0.030002,-0.282473,0.058990,0.044744,28.401802,0.225899,0.335785,-9.518123,9.526722,0.000000,0.000000,-0.008279,-0.038423,-0.525924
0.057917,-0.902554,-0.810650,494.036344,494.037833,0.029615,-0.283543,0.059377,0.045059,28.607694,0.185861,0.536770,-8.886932,8.905068,0.000000,0.000000,-0.008353,-0.038638,-0.529681
0.058333,-1.023177,-0.528783,494.351116,494.352458,0.030012,-0.283840,0.059781,0.045327,28.813630,0.105909,0.617037,-9.042286,9.063934,0.000000,0.000000,-0.008417,-0.038909,-0.533394
0.058750,-0.822202,-0.931560,494.037809,494.039372,0.029876,-0.284201,0.060152,0.045676,29.019479,0.305851,0.898543,-8.412740,8.466116,0.000000,0.000000,-0.008530,-0.039250,-0.537009
0.059167,-1.022986,-0.770347,493.717162,493.718823,0.029780,-0.282611,0.060575,0.045989,29.225293,0.306040,0.697431,-9.357060,9.388005,0.000000,0.000000,-0.008658,-0.039563,-0.540809
0.059583,-1.184134,-0.488607,494.825498,494.827156,0.030468,-0.282122,0.061041,0.046237,29.431361,0.305851,0.817938,-8.888396,8.931190,0.000000,0.000000,-0.008771,-0.039876,-0.544490
0.060000,-0.942825,-0.851081,494.352592,494.354223,0.030271,-0.283582,0.061450,0.046569,29.637385,0.105972,0.536770,-8.095185,8.113653,0.000000,0.000000,-0.008857,-0.040127,-0.547995
0.060417,-0.942825,-0.890874,494.510231,494.511932,0.030731,-0.283154,0.061838,0.046938,29.843321,0.505856,0.657403,-9.204158,9.241460,0.000000,0.000000,-0.009013,-0.040404,-0.551720
0.060833,-0.862473,-0.890748,493.089574,493.091133,0.029667,-0.283630,0.062203,0.047309,30.048885,0.106035,0.817895,-8.724886,8.763780,0.000000,0.000000,-0.009101,-0.040714,-0.555422
0.061250,-0.862473,-0.890748,493.247690,493.249249,0.029860,-0.283876,0.062559,0.047663,30.254405,0.345890,0.536643,-9.196812,9.218947,0.000000,0.000000,-0.009220,-0.040954,-0.559188
0.061667,-0.822075,-0.649438,493.403861,493.404973,0.029913,-0.283476,0.062910,0.047956,30.460056,0.226088,0.496488,-8.726355,8.743391,0.000000,0.000000,-0.009312,-0.041172,-0.562857
0.062083,-0.902554,-0.730044,494.509242,494.510605,0.030190,-0.283170,0.063292,0.048258,30.666101,0.065744,0.617164,-8.725224,8.747271,0.000000,0.000000,-0.009353,-0.041416,-0.566570
0.062500,-1.063321,-0.770347,495.615605,495.617345,0.030206,-0.282422,0.063738,0.048565,30.872465,0.105783,0.536728,-9.837137,9.852336,0.000000,0.000000,-0.009386,-0.041642,-0.570569
0.062917,-1.264232,-0.609516,494.668341,494.670332,0.030419,-0.282980,0.064234,0.048832,31.078599,-0.014208,0.496531,-9.522848,9.535794,0.000000,0.000000,-0.009413,-0.041849,-0.574493
0.063333,-1.023050,-0.649183,494.035849,494.037334,0.030164,-0.282890,0.064688,0.049106,31.284524,0.346079,0.456418,-8.579169,8.598269,0.000000,0.000000,-0.009519,-0.042045,-0.578166
0.063750,-1.183690,-0.729790,494.509228,494.511183,0.030086,-0.283840,0.065148,0.049399,31.490493,0.145885,0.496615,-9.044412,9.059211,0.000000,0.000000,-0.009588,-0.042246,-0.581870
0.064167,-0.862283,-0.649819,493.877744,493.878924,0.030359,-0.283765,0.065546,0.049678,31.696352,0.065996,0.456334,-8.575401,8.587788,0.000000,0.000000,-0.009637,-0.042444,-0.585606
0.064583,-1.103528,-0.689741,494.349167,494.350880,0.029752,-0.283376,0.065981,0.049968,31.902298,0.306040,0.536770,-10.463940,10.482167,0.000000,0.000000,-0.009734,-0.042660,-0.589627
0.065000,-0.982906,-0.769965,494.351120,494.352697,0.030275,-0.283368,0.066401,0.050294,32.108233,0.105972,0.496531,-7.466915,7.484156,0.000000,0.000000,-0.009790,-0.042875,-0.593045
0.065417,-1.023113,-0.931305,493.719623,493.721561,0.030049,-0.283265,0.066825,0.050646,32.314060,0.065870,0.577009,-8.887426,8.906381,0.000000,0.000000,-0.009831,-0.043110,-0.596737
0.065833,-1.023050,-0.569213,494.666881,494.668266,0.030126,-0.283208,0.067251,0.050922,32.519963,0.225962,0.576967,-10.150136,10.169031,0.000000,0.000000,-0.009914,-0.043359,-0.600813
0.066250,-1.023113,-0.770347,492.615701,492.617366,0.030184,-0.284478,0.067680,0.051221,32.725504,0.225962,0.697473,-9.203834,9.232989,0.000000,0.000000,-0.010000,-0.043649,-0.604714
0.066667,-1.063194,-0.649692,494.667849,494.669418,0.029997,-0.283422,0.068120,0.051509,32.931374,0.105909,0.817980,-9.203356,9.240242,0.000000,0.000000,-0.010038,-0.043959,-0.608548
0.067083,-1.063384,-0.770347,493.244753,493.246501,0.030418,-0.283444,0.068564,0.051835,33.136992,-0.094285,0.496488,-9.199432,9.213302,0.000000,0.000000,-0.010041,-0.044194,-0.612349
0.067500,-1.063194,-0.971609,493.246227,493.248330,0.029881,-0.284093,0.069018,0.052218,33.342533,0.305977,0.576967,-8.730434,8.754827,0.000000,0.000000,-0.010124,-0.044437,-0.616030
0.067917,-1.223897,-0.850699,493.562957,493.565207,0.029879,-0.284147,0.069505,0.052566,33.548217,0.065996,0.697389,-8.889864,8.917420,0.000000,0.000000,-0.010165,-0.044720,-0.619745
0.068333,-1.063194,-0.649692,494.352597,494.354167,0.029747,-0.283602,0.069971,0.052848,33.754197,0.025894,0.697431,-9.200593,9.227025,0.000000,0.000000,-0.010171,-0.045019,-0.623535
0.068750,-1.224025,-0.609516,495.142708,495.144596,0.030185,-0.282374,0.070469,0.053097,33.960331,-0.094096,0.818064,-8.886117,8.924190,0.000000,0.000000,-0.010159,-0.045337,-0.627314
0.069167,-1.223897,-0.488352,493.405805,493.407564,0.030224,-0.283045,0.070946,0.053334,34.166180,0.185861,0.617079,-9.673490,9.694933,0.000000,0.000000,-0.010212,-0.045614,-0.631224
0.069583,-0.741787,-0.850699,495.455520,495.456805,0.030116,-0.282839,0.071322,0.053652,34.372390,0.105783,0.697389,-8.729309,8.757761,0.000000,0.000000,-0.010267,-0.045899,-0.634949
0.070000,-1.223771,-0.689995,494.193988,494.195985,0.030243,-0.283355,0.071790,0.053953,34.578490,0.186049,0.697389,-9.049099,9.077839,0.000000,0.000000,-0.010341,-0.046181,-0.638741
0.070417,-1.103402,-0.729790,495.615123,495.616888,0.029809,-0.281980,0.072239,0.054255,34.784942,0.225899,0.576967,-9.671678,9.691505,0.000000,0.000000,-0.010422,-0.046424,-0.642662
0.070833,-0.822138,-0.729790,496.244676,496.245893,0.029875,-0.281845,0.072612,0.054575,34.991568,0.065807,0.496615,-8.732718,8.747075,0.000000,0.000000,-0.010477,-0.046637,-0.646431
0.071250,-0.982969,-0.971354,494.825486,494.827416,0.030045,-0.282740,0.073019,0.054952,35.197833,0.305914,0.496573,-9.672337,9.689905,0.000000,0.000000,-0.010590,-0.046849,-0.650320
0.071667,-1.103528,-0.810650,494.666863,494.668759,0.030000,-0.282512,0.073467,0.055315,35.403944,0.346079,0.576882,-8.570698,8.597059,0.000000,0.000000,-0.010715,-0.047084,-0.654023
0.072083,-1.063257,-1.011784,494.508749,494.510927,0.029939,-0.282916,0.073916,0.055706,35.609902,0.105909,0.576967,-9.364086,9.382441,0.000000,0.000000,-0.010779,-0.047322,-0.657847
0.072500,-1.103465,-0.770347,493.090543,493.092379,0.030096,-0.283420,0.074365,0.056041,35.815531,0.145885,0.536728,-9.040830,9.057923,0.000000,0.000000,-0.010842,-0.047562,-0.661626
0.072917,-0.982969,-0.730171,494.194468,494.195985,0.030486,-0.283127,0.074780,0.056356,36.021303,0.225836,0.737628,-8.887577,8.920993,0.000000,0.000000,-0.010928,-0.047861,-0.665427
0.073333,-0.942889,-0.850571,493.246227,493.247862,0.030137,-0.283658,0.075198,0.056702,36.227020,0.185861,0.817938,-10.149635,10.184236,0.000000,0.000000,-0.011014,-0.048182,-0.669514
0.073750,-1.264169,-0.850699,495.139281,495.141626,0.030056,-0.282797,0.075705,0.057068,36.433218,0.265938,0.617164,-9.361465,9.385555,0.000000,0.000000,-0.011111,-0.048462,-0.673436
0.074167,-1.304440,-1.011784,495.456498,495.459248,0.029907,-0.282821,0.076234,0.057467,36.639582,0.145822,0.737586,-8.889380,8.921119,0.000000,0.000000,-0.011163,-0.048741,-0.677162
0.074583,-1.143610,-0.850699,494.666389,494.668443,0.030273,-0.283179,0.076703,0.057844,36.845726,-0.094034,0.456334,-8.730434,8.742858,0.000000,0.000000,-0.011152,-0.048967,-0.680832
0.075000,-0.862473,-1.011657,494.351602,494.353389,0.030128,-0.282448,0.077093,0.058224,37.051793,0.065933,0.697431,-9.044079,9.071170,0.000000,0.000000,-0.011174,-0.049247,-0.684590
0.075417,-1.023050,-0.569086,495.298368,495.299752,0.030088,-0.282847,0.077511,0.058494,37.258058,0.145822,0.777825,-9.198622,9.232601,0.000000,0.000000,-0.011237,-0.049557,-0.688357
0.075833,-1.063194,-0.609516,494.667851,494.669370,0.029862,-0.282756,0.077965,0.058754,37.464191,0.265875,0.657276,-8.417133,8.446942,0.000000,0.000000,-0.011326,-0.049848,-0.691973
0.076250,-1.264042,-0.730171,494.351612,494.353767,0.029499,-0.282699,0.078461,0.059044,37.670160,0.065996,0.777783,-9.202356,9.235403,0.000000,0.000000,-0.011373,-0.050152,-0.695808
0.076667,-1.023050,-0.649438,493.876755,493.878241,0.030107,-0.283317,0.078909,0.059318,37.876008,0.145948,0.617079,-9.993297,10.013395,0.000000,0.000000,-0.011420,-0.050437,-0.699917
0.077083,-1.103402,-0.609135,494.350619,494.352226,0.029886,-0.283384,0.079358,0.059580,38.082021,0.025894,0.858092,-9.995593,10.032391,0.000000,0.000000,-0.011436,-0.050772,-0.704060
0.077500,-1.022986,-0.689232,495.299859,495.301395,0.030488,-0.281942,0.079801,0.059861,38.288286,-0.014082,0.777825,-9.677738,9.708956,0.000000,0.000000,-0.011439,-0.051102,-0.708092
0.077917,-1.183817,-0.689995,494.666383,494.668281,0.029741,-0.282748,0.080275,0.060146,38.494495,0.065996,0.777825,-9.357390,9.389894,0.000000,0.000000,-0.011472,-0.051412,-0.711926
0.078333,-1.063067,-0.648801,495.456507,495.458072,0.030283,-0.282637,0.080718,0.060416,38.700804,0.225836,0.576713,-8.099413,8.123060,0.000000,0.000000,-0.011546,-0.051689,-0.715410
0.078750,-0.942635,-0.609262,494.349649,494.350924,0.029868,-0.282491,0.081116,0.060679,38.906805,0.105909,0.898289,-8.411429,8.459922,0.000000,0.000000,-0.011607,-0.052024,-0.718958
0.079167,-0.902681,-0.689487,493.563951,493.565259,0.030114,-0.283716,0.081520,0.060963,39.112610,0.225899,0.657319,-9.357382,9.383161,0.000000,0.000000,-0.011690,-0.052317,-0.722858
0.079583,-1.264042,-0.729790,494.983121,494.985273,0.030399,-0.282118,0.082008,0.061253,39.318710,0.185986,0.697516,-10.308418,10.333663,0.000000,0.000000,-0.011776,-0.052616,-0.727065
0.080000,-1.063194,-0.569213,494.350138,494.351609,0.030015,-0.282495,0.082476,0.061502,39.524624,0.265875,0.858177,-9.990866,10.031180,0.000000,0.000000,-0.011870,-0.052949,-0.731151
0.080417,-1.223961,-0.568959,492.773829,492.775677,0.029859,-0.283847,0.082980,0.061758,39.730144,0.105909,0.657276,-8.577043,8.602842,0.000000,0.000000,-0.011925,-0.053228,-0.734933
0.080833,-1.304313,-0.851208,494.033887,494.036342,0.029388,-0.282421,0.083521,0.062071,39.936024,0.105972,0.536770,-10.149786,10.164522,0.000000,0.000000,-0.011980,-0.053472,-0.739019
0.081250,-1.344393,-0.528910,495.772249,495.774354,0.029891,-0.281131,0.084067,0.062316,40.142421,0.265875,0.697473,-9.673316,9.702072,0.000000,0.000000,-0.012066,-0.053751,-0.743040
0.081667,-1.183627,-0.569213,494.983616,494.985358,0.029320,-0.283248,0.084560,0.062562,40.348686,0.065933,0.697516,-9.047336,9.074423,0.000000,0.000000,-0.012110,-0.054030,-0.746885
0.082083,-1.023050,-0.730171,494.510210,494.511807,0.030069,-0.283392,0.085011,0.062855,40.554742,0.105972,0.536728,-9.513076,9.528795,0.000000,0.000000,-0.012157,-0.054271,-0.750894
0.082500,-1.223897,-0.729790,494.193494,494.195548,0.029706,-0.283126,0.085505,0.063165,40.760634,0.186049,0.617249,-10.622565,10.642109,0.000000,0.000000,-0.012204,-0.054520,-0.755177
0.082917,-1.183753,-0.810396,493.561988,493.564073,0.030009,-0.283480,0.086006,0.063488,40.966395,-0.173985,0.577009,-9.675109,9.693861,0.000000,0.000000,-0.012196,-0.054774,-0.759175
0.083333,-1.264169,-0.689995,494.510715,494.512813,0.029558,-0.283172,0.086525,0.063790,41.172408,0.385929,0.737628,-8.257045,8.298906,0.000000,0.000000,-0.012290,-0.055070,-0.762769
0.083750,-1.223897,-0.770347,494.982625,494.984738,0.029860,-0.282336,0.087029,0.064105,41.378618,-0.014145,0.737628,-9.045223,9.075260,0.000000,0.000000,-0.012331,-0.055355,-0.766505
0.084167,-1.103211,-0.769965,494.983130,494.984959,0.030114,-0.281220,0.087503,0.064418,41.584883,0.265938,0.416264,-9.359351,9.372377,0.000000,0.000000,-0.012411,-0.055562,-0.770306
0.084583,-1.183690,-0.649692,495.299850,495.301690,0.029569,-0.282613,0.087990,0.064683,41.791203,0.105909,0.576925,-8.250050,8.270876,0.000000,0.000000,-0.012467,-0.055786,-0.773985
0.085000,-1.183817,-0.448431,494.825479,494.827098,0.029664,-0.283017,0.088492,0.064886,41.997479,0.105909,0.496531,-10.621088,10.633215,0.000000,0.000000,-0.012522,-0.056004,-0.778148
0.085417,-1.304249,-0.488352,495.772758,495.774714,0.029887,-0.281804,0.089030,0.065087,42.203919,0.266001,0.576882,-9.210520,9.232401,0.000000,0.000000,-0.012613,-0.056227,-0.782105
0.085833,-1.344139,-0.488989,494.824018,494.826085,0.029547,-0.282567,0.089568,0.065310,42.410184,0.145885,0.416221,-9.517477,9.527691,0.000000,0.000000,-0.012680,-0.056423,-0.786049
0.086250,-1.063194,-0.770729,495.140756,495.142497,0.029499,-0.283026,0.090033,0.065587,42.616449,0.106098,0.576967,-9.516333,9.534398,0.000000,0.000000,-0.012727,-0.056664,-0.789971
0.086667,-1.103528,-0.408000,494.825001,494.826399,0.029388,-0.282798,0.090498,0.065821,42.822538,0.105846,0.737670,-8.888742,8.919927,0.000000,0.000000,-0.012774,-0.056960,-0.793784
0.087083,-1.224025,-0.971609,493.246716,493.249192,0.029629,-0.283419,0.090994,0.066178,43.028288,0.145948,0.737713,-9.838779,9.867477,0.000000,0.000000,-0.012823,-0.057278,-0.797784
0.087500,-1.143546,-0.850699,494.982631,494.984683,0.029583,-0.281880,0.091465,0.066513,43.234454,0.026083,0.898289,-9.360980,9.404018,0.000000,0.000000,-0.012859,-0.057636,-0.801729
0.087917,-0.982906,-0.448431,495.613151,495.614328,0.030198,-0.282680,0.091891,0.066745,43.440839,0.266001,0.818022,-9.516001,9.554799,0.000000,0.000000,-0.012948,-0.057974,-0.805661
0.088333,-1.063257,-0.689741,494.509738,494.511362,0.029670,-0.282055,0.092323,0.067024,43.647005,0.186049,0.697516,-9.200571,9.228849,0.000000,0.000000,-0.013028,-0.058273,-0.809604
0.088750,-0.982969,-0.810268,495.141726,495.143365,0.029758,-0.282129,0.092755,0.067325,43.853161,0.146073,0.697389,-10.464265,10.488495,0.000000,0.000000,-0.013097,-0.058555,-0.813756
0.089167,-1.224025,-0.408383,493.563951,493.565638,0.030147,-0.283746,0.093246,0.067534,44.058998,0.225962,0.576967,-8.727672,8.749641,0.000000,0.000000,-0.013177,-0.058807,-0.817535
0.089583,-1.183817,-0.568959,494.668345,494.670089,0.029740,-0.282313,0.093733,0.067772,44.265033,0.106035,0.617079,-9.041961,9.063614,0.000000,0.000000,-0.013227,-0.059064,-0.821270
0.090000,-1.063321,-0.730171,494.666875,494.668557,0.030130,-0.282298,0.094190,0.068045,44.471090,0.066059,0.657234,-8.887243,8.911757,0.000000,0.000000,-0.013274,-0.059343,-0.825005
0.090417,-1.143672,-0.448304,493.878719,493.880247,0.029314,-0.283335,0.094675,0.068260,44.676993,0.305977,0.777741,-9.198129,9.236021,0.000000,0.000000,-0.013377,-0.059639,-0.828894
0.090833,-1.344457,-0.569341,494.825496,494.827650,0.029814,-0.281888,0.095205,0.068477,44.883083,0.185986,0.496446,-10.313455,10.327072,0.000000,0.000000,-0.013462,-0.059860,-0.833036
0.091250,-1.103338,-0.407873,494.509735,494.511134,0.029942,-0.282085,0.095676,0.068681,45.089162,0.185986,0.416179,-9.199259,9.210547,0.000000,0.000000,-0.013562,-0.060045,-0.837045
0.091667,-1.023113,-0.730299,494.667852,494.669450,0.029455,-0.282072,0.096110,0.068952,45.295229,0.505793,0.496573,-10.619117,10.642746,0.000000,0.000000,-0.013737,-0.060255,-0.841338
0.092083,-1.063194,-0.569086,494.193986,494.195457,0.029287,-0.283589,0.096553,0.069206,45.501209,0.305977,0.617079,-10.149795,10.173139,0.000000,0.000000,-0.013895,-0.060506,-0.845469
0.092500,-1.103465,-0.649692,494.669337,494.670995,0.030000,-0.282304,0.097016,0.069474,45.707267,0.546084,0.657149,-8.254776,8.298878,0.000000,0.000000,-0.014075,-0.060780,-0.849127
0.092917,-1.183880,-0.690378,494.352597,494.354497,0.030028,-0.283152,0.097495,0.069733,45.913346,0.105783,0.697431,-9.515684,9.541794,0.000000,0.000000,-0.014155,-0.061065,-0.853059
0.093333,-1.063257,-0.327776,495.457000,495.458249,0.030014,-0.281555,0.097949,0.069923,46.119665,0.185923,0.657319,-10.303527,10.326146,0.000000,0.000000,-0.014224,-0.061342,-0.857298
0.093750,-1.103402,-0.730299,494.824024,494.825793,0.030326,-0.282990,0.098412,0.070191,46.325875,0.145948,0.657192,-10.303687,10.325656,0.000000,0.000000,-0.014283,-0.061607,-0.861449
0.094167,-1.183627,-0.609389,494.666387,494.668178,0.030409,-0.281194,0.098902,0.070434,46.531920,0.065933,0.536728,-8.256070,8.273760,0.000000,0.000000,-0.014307,-0.061833,-0.865075
0.094583,-1.224025,-0.328413,493.561981,493.563608,0.030416,-0.283308,0.099384,0.070601,46.737648,-0.054121,0.456376,-8.885788,8.897665,0.000000,0.000000,-0.014304,-0.062040,-0.868755
0.095000,-0.862346,-0.488862,493.561983,493.562979,0.029572,-0.283737,0.099780,0.070808,46.943397,0.105909,0.617079,-9.198298,9.219582,0.000000,0.000000,-0.014337,-0.062289,-0.872588
0.095417,-1.023050,-0.689868,494.982633,494.984171,0.030240,-0.282122,0.100198,0.071081,47.149465,0.105720,0.657319,-9.516485,9.539745,0.000000,0.000000,-0.014378,-0.062557,-0.876433
0.095833,-1.063257,-0.690123,493.878222,493.879849,0.030513,-0.282865,0.100630,0.071363,47.355477,0.065807,0.616995,-8.103155,8.126877,0.000000,0.000000,-0.014409,-0.062820,-0.879994
0.096250,-0.942698,-0.609644,496.087516,496.088786,0.029830,-0.281390,0.101037,0.071625,47.561918,0.065996,0.657276,-9.352339,9.375640,0.000000,0.000000,-0.014442,-0.063072,-0.883827
0.096667,-1.023113,-0.649565,494.510713,494.512198,0.030336,-0.282731,0.101460,0.071888,47.768128,0.145759,0.376109,-9.672982,9.681389,0.000000,0.000000,-0.014497,-0.063270,-0.887747
